danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
0.48,0.531,8,-9.007,1,0.466,0.635,0,0.454,0.572,81.627,audio_features,1WqQW7bL03Ewn6tzKsHZAs,spotify:track:1WqQW7bL03Ewn6tzKsHZAs,https://api.spotify.com/v1/tracks/1WqQW7bL03Ewn6tzKsHZAs,https://api.spotify.com/v1/audio-analysis/1WqQW7bL03Ewn6tzKsHZAs,249667,4,Gang Related (feat. Asia)
0.478,0.701,8,-7.456,1,0.424,0.186,0,0.192,0.3,148.655,audio_features,4rPW5ONH32l5rD8YGqZDZa,spotify:track:4rPW5ONH32l5rD8YGqZDZa,https://api.spotify.com/v1/tracks/4rPW5ONH32l5rD8YGqZDZa,https://api.spotify.com/v1/audio-analysis/4rPW5ONH32l5rD8YGqZDZa,230600,4,Last Time You Seen (feat. Scarface & Stacy Barthe)
0.799,0.707,2,-4.716,0,0.267,0.312,0,0.109,0.661,104.903,audio_features,342Bs4dA6c8S7toXbv5Sn3,spotify:track:342Bs4dA6c8S7toXbv5Sn3,https://api.spotify.com/v1/tracks/342Bs4dA6c8S7toXbv5Sn3,https://api.spotify.com/v1/audio-analysis/342Bs4dA6c8S7toXbv5Sn3,341733,4,"Quiks Groove (The One) [feat. DJ Quik, Sevyn Streeter & Micah]"
0.467,0.791,11,-5.349,0,0.354,0.0277,0,0.292,0.237,135.902,audio_features,09hGwzZaaPkKpz1CmkCKGi,spotify:track:09hGwzZaaPkKpz1CmkCKGi,https://api.spotify.com/v1/tracks/09hGwzZaaPkKpz1CmkCKGi,https://api.spotify.com/v1/audio-analysis/09hGwzZaaPkKpz1CmkCKGi,202880,4,"Moment Of Violence (feat. King Mez, JT & Jon Conner)"
0.555,0.675,11,-6.315,0,0.318,0.408,0,0.135,0.38,77.072,audio_features,47vGcHql5Jb45uK2NawcSu,spotify:track:47vGcHql5Jb45uK2NawcSu,https://api.spotify.com/v1/tracks/47vGcHql5Jb45uK2NawcSu,https://api.spotify.com/v1/audio-analysis/47vGcHql5Jb45uK2NawcSu,284240,4,Like Father Like Son 2 (feat. Busta Rhymes)
0.661,0.589,7,-8.723,1,0.284,0.0674,0,0.119,0.502,126.024,audio_features,5ddOApxVKftvLtOXL2DBZb,spotify:track:5ddOApxVKftvLtOXL2DBZb,https://api.spotify.com/v1/tracks/5ddOApxVKftvLtOXL2DBZb,https://api.spotify.com/v1/audio-analysis/5ddOApxVKftvLtOXL2DBZb,173947,5,Do It To You (feat. Trey Songz)
0.555,0.899,9,-4.69,0,0.581,0.0507,0,0.152,0.303,78.028,audio_features,4wmAlyI4y7TV5emnwX2ieD,spotify:track:4wmAlyI4y7TV5emnwX2ieD,https://api.spotify.com/v1/tracks/4wmAlyI4y7TV5emnwX2ieD,https://api.spotify.com/v1/audio-analysis/4wmAlyI4y7TV5emnwX2ieD,323293,4,The Soundtrack (feat. Meek Mill)
0.555,0.839,5,-3.583,1,0.0483,1.14e-4,0.0574,0.102,0.637,124.877,audio_features,3c3XnCPwxGhQEHFxxjQcWe,spotify:track:3c3XnCPwxGhQEHFxxjQcWe,https://api.spotify.com/v1/tracks/3c3XnCPwxGhQEHFxxjQcWe,https://api.spotify.com/v1/audio-analysis/3c3XnCPwxGhQEHFxxjQcWe,254200,4,Thrash Unreal
0.371,0.921,9,-5.533,1,0.0784,0.0113,2.7e-5,0.43,0.508,109.675,audio_features,6PtIXICwmoxCgLjw2zApDs,spotify:track:6PtIXICwmoxCgLjw2zApDs,https://api.spotify.com/v1/tracks/6PtIXICwmoxCgLjw2zApDs,https://api.spotify.com/v1/audio-analysis/6PtIXICwmoxCgLjw2zApDs,220538,4,"Young Lady, You're Scaring Me"
0.531,0.82,6,-5.754,0,0.0602,0.00459,5.6e-4,0.0992,0.697,141.158,audio_features,4ig4c7Ap0wM5ZWaNcOr7w1,spotify:track:4ig4c7Ap0wM5ZWaNcOr7w1,https://api.spotify.com/v1/tracks/4ig4c7Ap0wM5ZWaNcOr7w1,https://api.spotify.com/v1/audio-analysis/4ig4c7Ap0wM5ZWaNcOr7w1,174130,4,Put the Kids to Bed
0.41,0.823,9,-6.237,1,0.0655,0.0554,2.15e-4,0.154,0.284,90.471,audio_features,5FZtl28q6FXkuDeAWxHzjx,spotify:track:5FZtl28q6FXkuDeAWxHzjx,https://api.spotify.com/v1/tracks/5FZtl28q6FXkuDeAWxHzjx,https://api.spotify.com/v1/audio-analysis/5FZtl28q6FXkuDeAWxHzjx,153717,4,Kill the Medicine Man
0.513,0.856,0,-5.982,1,0.0519,8.05e-4,9.76e-4,0.183,0.572,104.987,audio_features,0FnjxUdWM8PYnVA6Ldjfd3,spotify:track:0FnjxUdWM8PYnVA6Ldjfd3,https://api.spotify.com/v1/tracks/0FnjxUdWM8PYnVA6Ldjfd3,https://api.spotify.com/v1/audio-analysis/0FnjxUdWM8PYnVA6Ldjfd3,176099,4,Poor Traits of the Artist
0.331,0.832,9,-6.361,1,0.0758,0.00692,0,0.074,0.18,84.546,audio_features,06ROBYEV70Ry09m1QWffm4,spotify:track:06ROBYEV70Ry09m1QWffm4,https://api.spotify.com/v1/tracks/06ROBYEV70Ry09m1QWffm4,https://api.spotify.com/v1/audio-analysis/06ROBYEV70Ry09m1QWffm4,196212,4,Why Do You Have Kids?
0.415,0.844,0,-4.442,1,0.0661,3.28e-5,0,0.0607,0.794,100.441,audio_features,4kMDtiUf4xrnw1dIC7be6d,spotify:track:4kMDtiUf4xrnw1dIC7be6d,https://api.spotify.com/v1/tracks/4kMDtiUf4xrnw1dIC7be6d,https://api.spotify.com/v1/audio-analysis/4kMDtiUf4xrnw1dIC7be6d,83314,4,Please Yourself
0.332,0.623,7,-8.008,1,0.0368,0.0406,0.103,0.0912,0.209,140.026,audio_features,7jMQwK4ITimJ8x4s9SthsY,spotify:track:7jMQwK4ITimJ8x4s9SthsY,https://api.spotify.com/v1/tracks/7jMQwK4ITimJ8x4s9SthsY,https://api.spotify.com/v1/audio-analysis/7jMQwK4ITimJ8x4s9SthsY,349347,4,Black Market Eyes
0.282,0.564,11,-7.602,0,0.0372,0.00212,0.00156,0.11,0.221,148.951,audio_features,2e2c7oB0nnrKrZHQWQS2BX,spotify:track:2e2c7oB0nnrKrZHQWQS2BX,https://api.spotify.com/v1/tracks/2e2c7oB0nnrKrZHQWQS2BX,https://api.spotify.com/v1/audio-analysis/2e2c7oB0nnrKrZHQWQS2BX,227235,4,Can’t Stand You
0.405,0.464,0,-8.866,1,0.0313,0.165,0.534,0.0851,0.168,116.224,audio_features,6v88aH2wZwr77olLRqjWDz,spotify:track:6v88aH2wZwr77olLRqjWDz,https://api.spotify.com/v1/tracks/6v88aH2wZwr77olLRqjWDz,https://api.spotify.com/v1/audio-analysis/6v88aH2wZwr77olLRqjWDz,226901,3,Started a War
0.376,0.859,4,-5.724,0,0.0644,0.0125,0.00905,0.329,0.155,100.952,audio_features,28fvQG30nCqAv7bvMIjXgd,spotify:track:28fvQG30nCqAv7bvMIjXgd,https://api.spotify.com/v1/tracks/28fvQG30nCqAv7bvMIjXgd,https://api.spotify.com/v1/audio-analysis/28fvQG30nCqAv7bvMIjXgd,318460,4,Don’t Mind the Lion
0.495,0.411,7,-8.88,1,0.0253,0.652,1.94e-6,0.0915,0.117,79.995,audio_features,4nqL96hVGkjak3tx2li5wh,spotify:track:4nqL96hVGkjak3tx2li5wh,https://api.spotify.com/v1/tracks/4nqL96hVGkjak3tx2li5wh,https://api.spotify.com/v1/audio-analysis/4nqL96hVGkjak3tx2li5wh,236402,4,All the Punks are Domesticated
0.309,0.9,2,-6.582,1,0.0579,5.23e-5,0.0179,0.124,0.105,89.365,audio_features,040waXARxmijuqMkiJcAqi,spotify:track:040waXARxmijuqMkiJcAqi,https://api.spotify.com/v1/tracks/040waXARxmijuqMkiJcAqi,https://api.spotify.com/v1/audio-analysis/040waXARxmijuqMkiJcAqi,228053,4,Mammals
0.352,0.862,2,-6.251,1,0.0374,2.42e-5,3.39e-4,0.121,0.61,157.424,audio_features,1Xw4O0rJR4vDCfJNSycn9i,spotify:track:1Xw4O0rJR4vDCfJNSycn9i,https://api.spotify.com/v1/tracks/1Xw4O0rJR4vDCfJNSycn9i,https://api.spotify.com/v1/audio-analysis/1Xw4O0rJR4vDCfJNSycn9i,205307,4,Hang My Head
0.454,0.888,2,-5.038,1,0.0982,3.43e-5,8.95e-4,0.28,0.578,110.923,audio_features,7BFJ9oQFcOpZur72ZNLN5f,spotify:track:7BFJ9oQFcOpZur72ZNLN5f,https://api.spotify.com/v1/tracks/7BFJ9oQFcOpZur72ZNLN5f,https://api.spotify.com/v1/audio-analysis/7BFJ9oQFcOpZur72ZNLN5f,148987,4,Nicotine Lips
0.166,0.799,2,-5.903,1,0.0662,5.24e-5,0.00248,0.125,0.409,158.636,audio_features,2PjSJX02cdBOjgrom9pr3j,spotify:track:2PjSJX02cdBOjgrom9pr3j,https://api.spotify.com/v1/tracks/2PjSJX02cdBOjgrom9pr3j,https://api.spotify.com/v1/audio-analysis/2PjSJX02cdBOjgrom9pr3j,216405,4,Indoors
0.442,0.561,9,-6.69,1,0.032,3.15e-4,0.224,0.0926,0.207,77.146,audio_features,6wpMBtMiJ7MYALY5H4dOlU,spotify:track:6wpMBtMiJ7MYALY5H4dOlU,https://api.spotify.com/v1/tracks/6wpMBtMiJ7MYALY5H4dOlU,https://api.spotify.com/v1/audio-analysis/6wpMBtMiJ7MYALY5H4dOlU,230173,4,Unconditional Love
0.371,0.751,7,-6.842,1,0.0321,3.11e-5,0.0146,0.0931,0.218,122.459,audio_features,64ARgSElj4yxQYQ13HhocM,spotify:track:64ARgSElj4yxQYQ13HhocM,https://api.spotify.com/v1/tracks/64ARgSElj4yxQYQ13HhocM,https://api.spotify.com/v1/audio-analysis/64ARgSElj4yxQYQ13HhocM,235733,4,Burn Out Again
0.349,0.943,7,-4.199,1,0.0733,3.31e-5,0.0485,0.146,0.252,146,audio_features,0l3iLM5Zhi0KBMHLnXs0fB,spotify:track:0l3iLM5Zhi0KBMHLnXs0fB,https://api.spotify.com/v1/tracks/0l3iLM5Zhi0KBMHLnXs0fB,https://api.spotify.com/v1/audio-analysis/0l3iLM5Zhi0KBMHLnXs0fB,145227,4,Infinite Wisdom
0.358,0.844,8,-4.83,1,0.0512,5.43e-4,4.6e-4,0.103,0.577,145.866,audio_features,2LlNII8kQQOPtsDmRXcOLR,spotify:track:2LlNII8kQQOPtsDmRXcOLR,https://api.spotify.com/v1/tracks/2LlNII8kQQOPtsDmRXcOLR,https://api.spotify.com/v1/audio-analysis/2LlNII8kQQOPtsDmRXcOLR,211573,4,Sympathy Vote
0.286,0.961,2,-4.613,1,0.089,1.72e-5,0.043,0.244,0.254,153.859,audio_features,5fn0RC8PlKojxABOAIEWcb,spotify:track:5fn0RC8PlKojxABOAIEWcb,https://api.spotify.com/v1/tracks/5fn0RC8PlKojxABOAIEWcb,https://api.spotify.com/v1/audio-analysis/5fn0RC8PlKojxABOAIEWcb,158107,4,Wedding Speech
0.467,0.533,2,-9.059,1,0.0271,9.01e-4,0.453,0.309,0.106,105.004,audio_features,1yof4dWVrroHKfNbTWYPDS,spotify:track:1yof4dWVrroHKfNbTWYPDS,https://api.spotify.com/v1/tracks/1yof4dWVrroHKfNbTWYPDS,https://api.spotify.com/v1/audio-analysis/1yof4dWVrroHKfNbTWYPDS,305440,4,Chameleon Skin
0.374,0.87,6,-5.898,0,0.0641,5.71e-5,0.0279,0.157,0.421,82.947,audio_features,4dGuhIrZhozQQBJqBAmV2T,spotify:track:4dGuhIrZhozQQBJqBAmV2T,https://api.spotify.com/v1/tracks/4dGuhIrZhozQQBJqBAmV2T,https://api.spotify.com/v1/audio-analysis/4dGuhIrZhozQQBJqBAmV2T,251467,4,No Roads
0.364,0.97,8,-4.042,1,0.245,2.18e-5,1.14e-4,0.358,0.482,185.115,audio_features,1rgyUasSqxPwmBU6lZe9bV,spotify:track:1rgyUasSqxPwmBU6lZe9bV,https://api.spotify.com/v1/tracks/1rgyUasSqxPwmBU6lZe9bV,https://api.spotify.com/v1/audio-analysis/1rgyUasSqxPwmBU6lZe9bV,197560,4,"O Bother, Where Art Thou?"
0.361,0.969,8,-3.979,1,0.243,2.03e-4,1.59e-5,0.39,0.398,182.165,audio_features,5BDgIWmvouWsqDpVjfD76l,spotify:track:5BDgIWmvouWsqDpVjfD76l,https://api.spotify.com/v1/tracks/5BDgIWmvouWsqDpVjfD76l,https://api.spotify.com/v1/audio-analysis/5BDgIWmvouWsqDpVjfD76l,150413,4,"Alda, Small Things"
0.4,0.965,11,-3.597,1,0.127,1.47e-4,9.96e-6,0.158,0.368,175,audio_features,2BwoC3xMsYha0GfljUy4Bi,spotify:track:2BwoC3xMsYha0GfljUy4Bi,https://api.spotify.com/v1/tracks/2BwoC3xMsYha0GfljUy4Bi,https://api.spotify.com/v1/audio-analysis/2BwoC3xMsYha0GfljUy4Bi,194187,4,My Other House Is A Meth Lab
0.259,0.943,11,-4.058,1,0.366,8.54e-4,4.52e-5,0.35,0.503,169.753,audio_features,3Q9kG8pIvdGI59WIHwkaUz,spotify:track:3Q9kG8pIvdGI59WIHwkaUz,https://api.spotify.com/v1/tracks/3Q9kG8pIvdGI59WIHwkaUz,https://api.spotify.com/v1/audio-analysis/3Q9kG8pIvdGI59WIHwkaUz,188267,4,Liars
0.293,0.958,1,-3.632,1,0.234,1.86e-4,0.0727,0.323,0.391,180.196,audio_features,3NCFZRgIIVILYGzWL0c8dj,spotify:track:3NCFZRgIIVILYGzWL0c8dj,https://api.spotify.com/v1/tracks/3NCFZRgIIVILYGzWL0c8dj,https://api.spotify.com/v1/audio-analysis/3NCFZRgIIVILYGzWL0c8dj,174987,4,Lousy Smarch Weather
0.63,0.917,1,-3.491,1,0.0703,3.83e-4,8.54e-5,0.106,0.646,125.004,audio_features,4GxyDv6ZSq9PTHnm17zY7C,spotify:track:4GxyDv6ZSq9PTHnm17zY7C,https://api.spotify.com/v1/tracks/4GxyDv6ZSq9PTHnm17zY7C,https://api.spotify.com/v1/audio-analysis/4GxyDv6ZSq9PTHnm17zY7C,281307,4,Like A Dog
0.36,0.955,8,-3.048,1,0.131,1.49e-5,0.00158,0.36,0.524,175.023,audio_features,6aOYedkZCOrfSfMEBwaEbl,spotify:track:6aOYedkZCOrfSfMEBwaEbl,https://api.spotify.com/v1/tracks/6aOYedkZCOrfSfMEBwaEbl,https://api.spotify.com/v1/audio-analysis/6aOYedkZCOrfSfMEBwaEbl,171573,4,Splinters
0.331,0.963,3,-4.081,1,0.175,1.27e-5,0.0017,0.25,0.539,185.036,audio_features,7C4cw4P216sznbnQGZj25N,spotify:track:7C4cw4P216sznbnQGZj25N,https://api.spotify.com/v1/tracks/7C4cw4P216sznbnQGZj25N,https://api.spotify.com/v1/audio-analysis/7C4cw4P216sznbnQGZj25N,212587,4,Dracula On A Budget
0.575,0.835,11,-5.587,0,0.234,0.295,0,0.46,0.233,112.426,audio_features,6GUtUtWqaszlj5QeF8lMss,spotify:track:6GUtUtWqaszlj5QeF8lMss,https://api.spotify.com/v1/tracks/6GUtUtWqaszlj5QeF8lMss,https://api.spotify.com/v1/audio-analysis/6GUtUtWqaszlj5QeF8lMss,228373,4,Nine
0.636,0.871,1,-5.797,0,0.47,0.446,0,0.473,0.23,87.45,audio_features,4LCzEYKPFcd2FCOmZdVDnM,spotify:track:4LCzEYKPFcd2FCOmZdVDnM,https://api.spotify.com/v1/tracks/4LCzEYKPFcd2FCOmZdVDnM,https://api.spotify.com/v1/audio-analysis/4LCzEYKPFcd2FCOmZdVDnM,579293,4,Dance With The Devil
0.665,0.91,6,-4.682,0,0.223,0.0394,0,0.227,0.887,84.099,audio_features,5zwz05jkQVT68CjUpPwFZe,spotify:track:5zwz05jkQVT68CjUpPwFZe,https://api.spotify.com/v1/tracks/5zwz05jkQVT68CjUpPwFZe,https://api.spotify.com/v1/audio-analysis/5zwz05jkQVT68CjUpPwFZe,293973,4,N.Y. State of Mind
0.7,0.723,11,-8.797,0,0.366,0.0509,0,0.254,0.657,85.68,audio_features,5MfOhYcRuklBmaJRx4DkeD,spotify:track:5MfOhYcRuklBmaJRx4DkeD,https://api.spotify.com/v1/tracks/5MfOhYcRuklBmaJRx4DkeD,https://api.spotify.com/v1/audio-analysis/5MfOhYcRuklBmaJRx4DkeD,300160,4,Blackout
0.646,0.831,6,-2.219,0,0.13,6.08e-4,0,0.303,0.426,85.972,audio_features,6VQhqoS9sPSTPFWeSRDL14,spotify:track:6VQhqoS9sPSTPFWeSRDL14,https://api.spotify.com/v1/tracks/6VQhqoS9sPSTPFWeSRDL14,https://api.spotify.com/v1/audio-analysis/6VQhqoS9sPSTPFWeSRDL14,323107,4,Da Shit
0.727,0.831,6,-5.713,1,0.31,0.0632,3.63e-5,0.487,0.504,84.991,audio_features,3UQAKY0SUEonxneROvv4jy,spotify:track:3UQAKY0SUEonxneROvv4jy,https://api.spotify.com/v1/tracks/3UQAKY0SUEonxneROvv4jy,https://api.spotify.com/v1/audio-analysis/3UQAKY0SUEonxneROvv4jy,264547,4,Ready to Die - 2006 Remaster
0.172,0.747,11,-4.872,0,0.0506,0.0308,0.962,0.121,0.464,71.855,audio_features,5R0Gt8DvECDCqag3KCJ8CN,spotify:track:5R0Gt8DvECDCqag3KCJ8CN,https://api.spotify.com/v1/tracks/5R0Gt8DvECDCqag3KCJ8CN,https://api.spotify.com/v1/audio-analysis/5R0Gt8DvECDCqag3KCJ8CN,243467,4,Biochemical Equation - Instrumental
0.593,0.483,0,-9.275,1,0.0286,0.434,0,0.109,0.73,98.934,audio_features,0T7zBRcchKYBl9g3ZZhyf4,spotify:track:0T7zBRcchKYBl9g3ZZhyf4,https://api.spotify.com/v1/tracks/0T7zBRcchKYBl9g3ZZhyf4,https://api.spotify.com/v1/audio-analysis/0T7zBRcchKYBl9g3ZZhyf4,180213,4,The Love I Saw In You Was Just A Mirage
0.476,0.401,8,-8.075,0,0.0364,0.773,0,0.0815,0.641,103.657,audio_features,2D8EIix8QDj2PSG2O3kx1J,spotify:track:2D8EIix8QDj2PSG2O3kx1J,https://api.spotify.com/v1/tracks/2D8EIix8QDj2PSG2O3kx1J,https://api.spotify.com/v1/audio-analysis/2D8EIix8QDj2PSG2O3kx1J,137027,3,You're Always On My Mind
0.449,0.524,4,-7.765,0,0.0288,0.778,0,0.3,0.66,135.869,audio_features,0xpSC4WOve5Lgy030QkVgI,spotify:track:0xpSC4WOve5Lgy030QkVgI,https://api.spotify.com/v1/tracks/0xpSC4WOve5Lgy030QkVgI,https://api.spotify.com/v1/audio-analysis/0xpSC4WOve5Lgy030QkVgI,157627,3,For Sentimental Reasons
0.413,0.443,7,-10.515,1,0.0329,0.666,0,0.397,0.819,134.376,audio_features,2FvNXxWXSFoZQxBN2Tv0pD,spotify:track:2FvNXxWXSFoZQxBN2Tv0pD,https://api.spotify.com/v1/tracks/2FvNXxWXSFoZQxBN2Tv0pD,https://api.spotify.com/v1/audio-analysis/2FvNXxWXSFoZQxBN2Tv0pD,144507,3,Desire Me
0.498,0.407,11,-8.885,0,0.0358,0.716,0,0.0913,0.509,95.431,audio_features,1CvA1j9UsE8IQWV26lL0Nn,spotify:track:1CvA1j9UsE8IQWV26lL0Nn,https://api.spotify.com/v1/tracks/1CvA1j9UsE8IQWV26lL0Nn,https://api.spotify.com/v1/audio-analysis/1CvA1j9UsE8IQWV26lL0Nn,176400,4,You Were Made For Me
0.694,0.476,9,-8.389,1,0.0579,0.672,0,0.194,0.772,122.179,audio_features,0nvzDz3CqEViJaqT2cuFuY,spotify:track:0nvzDz3CqEViJaqT2cuFuY,https://api.spotify.com/v1/tracks/0nvzDz3CqEViJaqT2cuFuY,https://api.spotify.com/v1/audio-analysis/0nvzDz3CqEViJaqT2cuFuY,136800,4,Love You Most Of All
0.742,0.374,8,-14.572,1,0.0781,0.505,0,0.201,0.803,111.985,audio_features,2KIX3K2os3pFQlyYQJT3UD,spotify:track:2KIX3K2os3pFQlyYQJT3UD,https://api.spotify.com/v1/tracks/2KIX3K2os3pFQlyYQJT3UD,https://api.spotify.com/v1/audio-analysis/2KIX3K2os3pFQlyYQJT3UD,132227,4,Only Sixteen
0.431,0.322,5,-9.823,1,0.0297,0.847,0,0.212,0.576,88.166,audio_features,2McwlJUON9QKImkRko2Dpj,spotify:track:2McwlJUON9QKImkRko2Dpj,https://api.spotify.com/v1/tracks/2McwlJUON9QKImkRko2Dpj,https://api.spotify.com/v1/audio-analysis/2McwlJUON9QKImkRko2Dpj,156227,4,With You
0.411,0.153,10,-16.073,1,0.0365,0.556,0,0.118,0.348,76.216,audio_features,3vtaNlfnwewiBR4q0pBwfa,spotify:track:3vtaNlfnwewiBR4q0pBwfa,https://api.spotify.com/v1/tracks/3vtaNlfnwewiBR4q0pBwfa,https://api.spotify.com/v1/audio-analysis/3vtaNlfnwewiBR4q0pBwfa,152840,4,Crazy She Calls Me
0.57,0.405,4,-9.323,0,0.048,0.162,0,0.373,0.517,131.46,audio_features,293UMoB962Y5huvHcyjqwF,spotify:track:293UMoB962Y5huvHcyjqwF,https://api.spotify.com/v1/tracks/293UMoB962Y5huvHcyjqwF,https://api.spotify.com/v1/audio-analysis/293UMoB962Y5huvHcyjqwF,148000,3,Comes Love
0.581,0.234,0,-11.984,0,0.123,0.217,0,0.08,0.422,121.203,audio_features,12UjAyUhxR6jP3EJaMYlha,spotify:track:12UjAyUhxR6jP3EJaMYlha,https://api.spotify.com/v1/tracks/12UjAyUhxR6jP3EJaMYlha,https://api.spotify.com/v1/audio-analysis/12UjAyUhxR6jP3EJaMYlha,145027,4,Ain't Nobody's Business
0.401,0.109,5,-15.907,1,0.0366,0.881,0,0.109,0.351,70.312,audio_features,2D7GbHpzGLT8ArZrCJVVrO,spotify:track:2D7GbHpzGLT8ArZrCJVVrO,https://api.spotify.com/v1/tracks/2D7GbHpzGLT8ArZrCJVVrO,https://api.spotify.com/v1/audio-analysis/2D7GbHpzGLT8ArZrCJVVrO,135067,4,Little Things You Do
0.691,0.507,11,-10.23,1,0.0343,0.627,0,0.457,0.885,128.518,audio_features,2g2GkH3vZHk4lWzBjgQ6nY,spotify:track:2g2GkH3vZHk4lWzBjgQ6nY,https://api.spotify.com/v1/tracks/2g2GkH3vZHk4lWzBjgQ6nY,https://api.spotify.com/v1/audio-analysis/2g2GkH3vZHk4lWzBjgQ6nY,125440,4,(What A) Wonderful World
0.698,0.661,7,-9.674,1,0.0416,0.636,0,0.228,0.824,131.808,audio_features,1sK10Me7qS9em2QTx6dYRe,spotify:track:1sK10Me7qS9em2QTx6dYRe,https://api.spotify.com/v1/tracks/1sK10Me7qS9em2QTx6dYRe,https://api.spotify.com/v1/audio-analysis/1sK10Me7qS9em2QTx6dYRe,160000,4,Chain Gang
0.332,0.298,3,-10.043,1,0.0323,0.778,0,0.177,0.393,103.588,audio_features,3PsA00SFpmWjT07dfond2A,spotify:track:3PsA00SFpmWjT07dfond2A,https://api.spotify.com/v1/tracks/3PsA00SFpmWjT07dfond2A,https://api.spotify.com/v1/audio-analysis/3PsA00SFpmWjT07dfond2A,137333,4,I Belong To Your Heart
0.352,0.317,0,-8.694,1,0.0308,0.861,0,0.136,0.506,133.113,audio_features,3G7spgNysEke1Fr8ZYYbwg,spotify:track:3G7spgNysEke1Fr8ZYYbwg,https://api.spotify.com/v1/tracks/3G7spgNysEke1Fr8ZYYbwg,https://api.spotify.com/v1/audio-analysis/3G7spgNysEke1Fr8ZYYbwg,160440,4,Teenage Sonata
0.351,0.245,2,-11.304,0,0.0376,0.888,0,0.144,0.583,202.105,audio_features,3G6hLJozb2XE9LxYIJZAMW,spotify:track:3G6hLJozb2XE9LxYIJZAMW,https://api.spotify.com/v1/tracks/3G6hLJozb2XE9LxYIJZAMW,https://api.spotify.com/v1/audio-analysis/3G6hLJozb2XE9LxYIJZAMW,140800,3,Love Me
0.558,0.341,7,-8.914,1,0.0331,0.769,0,0.117,0.72,139.087,audio_features,0jaazBya4GKJUHKoXoWtBp,spotify:track:0jaazBya4GKJUHKoXoWtBp,https://api.spotify.com/v1/tracks/0jaazBya4GKJUHKoXoWtBp,https://api.spotify.com/v1/audio-analysis/0jaazBya4GKJUHKoXoWtBp,142560,4,If I Had You (I'd Be Happy)
0.456,0.349,7,-10.793,1,0.031,0.782,0,0.497,0.513,107.874,audio_features,0jzN4rHZ2ttVI1fcYbb0xd,spotify:track:0jzN4rHZ2ttVI1fcYbb0xd,https://api.spotify.com/v1/tracks/0jzN4rHZ2ttVI1fcYbb0xd,https://api.spotify.com/v1/audio-analysis/0jzN4rHZ2ttVI1fcYbb0xd,140067,3,Tenderness
0.567,0.578,2,-8.209,1,0.126,0.819,0,0.257,0.75,134.834,audio_features,1i6kcGhqWSyxoOo62bLgF7,spotify:track:1i6kcGhqWSyxoOo62bLgF7,https://api.spotify.com/v1/tracks/1i6kcGhqWSyxoOo62bLgF7,https://api.spotify.com/v1/audio-analysis/1i6kcGhqWSyxoOo62bLgF7,167107,4,Hold On
0.387,0.282,8,-9.285,1,0.0612,0.815,0,0.298,0.595,76.437,audio_features,0YYh4J0dmcW7t9Oaf3K3eN,spotify:track:0YYh4J0dmcW7t9Oaf3K3eN,https://api.spotify.com/v1/tracks/0YYh4J0dmcW7t9Oaf3K3eN,https://api.spotify.com/v1/audio-analysis/0YYh4J0dmcW7t9Oaf3K3eN,132107,3,Baby Won't You Please Come Home
0.512,0.282,8,-11.266,0,0.0408,0.838,0,0.0857,0.546,104.4,audio_features,0TpWH8yUjF5QyzGMDjBEaQ,spotify:track:0TpWH8yUjF5QyzGMDjBEaQ,https://api.spotify.com/v1/tracks/0TpWH8yUjF5QyzGMDjBEaQ,https://api.spotify.com/v1/audio-analysis/0TpWH8yUjF5QyzGMDjBEaQ,135600,3,You're Always On My Mind
0.551,0.292,7,-10.426,1,0.0309,0.818,0,0.324,0.641,81.978,audio_features,31BDS0KfSPYynDg6sJAU3g,spotify:track:31BDS0KfSPYynDg6sJAU3g,https://api.spotify.com/v1/tracks/31BDS0KfSPYynDg6sJAU3g,https://api.spotify.com/v1/audio-analysis/31BDS0KfSPYynDg6sJAU3g,144840,4,One More Time
0.692,0.45,0,-9.614,1,0.0348,0.701,0,0.11,0.661,113.24,audio_features,3YfX75Ub9t5Wf2pxGXjsPl,spotify:track:3YfX75Ub9t5Wf2pxGXjsPl,https://api.spotify.com/v1/tracks/3YfX75Ub9t5Wf2pxGXjsPl,https://api.spotify.com/v1/audio-analysis/3YfX75Ub9t5Wf2pxGXjsPl,162933,4,Don't Cry On My Shoulder
0.626,0.498,0,-9.747,1,0.0415,0.771,0,0.175,0.891,104.034,audio_features,3GlltSDOZctL4cXqXlqqBf,spotify:track:3GlltSDOZctL4cXqXlqqBf,https://api.spotify.com/v1/tracks/3GlltSDOZctL4cXqXlqqBf,https://api.spotify.com/v1/audio-analysis/3GlltSDOZctL4cXqXlqqBf,183800,4,Somebody Have Mercy
0.652,0.379,10,-9.212,1,0.102,0.587,0,0.0829,0.814,112.751,audio_features,1q24uu5YZTbwh9hNU8xs6q,spotify:track:1q24uu5YZTbwh9hNU8xs6q,https://api.spotify.com/v1/tracks/1q24uu5YZTbwh9hNU8xs6q,https://api.spotify.com/v1/audio-analysis/1q24uu5YZTbwh9hNU8xs6q,133307,4,Talkin' Trash
